_id,Total_Stops,Price,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hours,Duration_mins,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
66734b1886b85319e22b6c45,0.0,4591,24,5,23,30,2,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6c4e,1.0,10351,27,3,9,10,21,0,11,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6c53,1.0,4775,6,5,15,15,20,5,4,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6c65,0.0,4823,24,5,8,30,11,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6c76,2.0,15129,21,5,19,30,4,25,8,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6c85,1.0,6412,27,3,16,10,22,20,6,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6c90,0.0,7229,9,4,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6ca5,0.0,5224,6,5,11,30,14,5,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6cf6,0.0,3597,21,5,8,20,10,35,2,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
66734b1886b85319e22b6d0e,2.0,15129,9,5,19,10,19,0,23,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d2e,1.0,6938,6,6,14,20,22,30,8,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d67,1.0,7189,12,6,8,35,17,15,8,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67b1,1.0,14067,21,5,11,30,1,30,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b67c9,1.0,10844,12,5,16,30,18,15,25,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b67ed,1.0,11087,12,3,20,35,15,15,18,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b67f0,1.0,10262,24,6,9,0,4,25,19,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6804,0.0,4077,1,6,1,30,4,15,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b680d,2.0,18799,3,3,5,25,18,50,37,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b681e,0.0,3543,12,6,9,45,12,0,2,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b6837,0.0,19630,1,3,11,40,13,55,2,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b6842,0.0,5000,24,6,5,35,8,50,3,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6872,1.0,15353,6,3,7,30,19,15,11,45,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6890,1.0,6151,21,3,20,10,7,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b68a4,1.0,6224,12,6,8,25,4,40,20,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b68bb,1.0,11087,12,3,18,55,10,45,15,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b68c3,1.0,14848,3,6,13,0,19,15,6,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b68fb,0.0,3873,15,6,14,55,17,25,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6905,0.0,7923,9,3,16,10,18,50,2,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b6909,0.0,7229,3,4,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b690d,1.0,6643,24,5,8,35,17,15,8,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6914,2.0,10846,18,3,11,5,22,10,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b691d,1.0,8610,15,5,20,20,20,20,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b691e,2.0,14237,12,6,18,25,12,35,18,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6927,1.0,9345,21,5,20,20,18,50,22,30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6939,1.0,12898,27,5,9,0,12,35,27,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6967,0.0,7591,3,3,21,10,23,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b696b,2.0,15481,1,6,6,50,7,40,24,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6992,1.0,15554,9,5,21,50,19,0,21,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b69ad,1.0,9899,12,6,14,5,23,35,9,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b69b6,0.0,7591,3,3,6,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b69cf,0.0,3419,18,6,20,55,23,40,2,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b69d6,2.0,13376,1,6,14,35,4,25,13,50,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b69e2,1.0,7514,27,5,7,35,16,10,8,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b69f0,0.0,4878,15,6,17,0,19,35,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6a0f,1.0,10844,15,5,21,10,19,50,22,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6a11,2.0,13292,1,6,21,25,12,35,15,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a21,2.0,10368,3,6,5,30,19,0,13,30,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a39,2.0,13357,24,6,11,45,4,25,16,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a49,1.0,8937,1,6,6,40,19,15,12,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a53,1.0,9275,18,5,10,0,21,0,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a5a,0.0,3943,6,4,22,10,1,0,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1786b85319e22b6a77,0.0,3625,24,5,19,30,20,45,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6a8e,0.0,5678,12,3,19,40,21,10,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6a98,1.0,4760,27,6,8,45,13,15,4,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6a99,0.0,3815,21,3,6,55,9,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6a9a,0.0,4174,1,5,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6a9c,2.0,15532,15,5,9,25,13,45,28,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6aa5,1.0,15147,6,3,7,30,21,0,13,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1786b85319e22b6ab1,1.0,10972,9,3,11,50,23,55,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b6ac5,0.0,3815,27,3,22,20,0,40,2,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6adc,0.0,8033,15,3,21,20,0,15,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1786b85319e22b6ae6,1.0,13941,12,5,6,30,4,40,22,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1786b85319e22b6aef,0.0,2017,18,5,22,45,0,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6af6,0.0,6092,1,3,15,0,16,25,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1786b85319e22b6af8,0.0,6627,9,3,7,5,9,20,2,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
66734b1786b85319e22b6b05,0.0,4667,21,6,11,40,13,55,2,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1886b85319e22b6b16,1.0,15078,9,5,17,30,1,30,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6b19,1.0,13677,9,3,19,0,1,35,6,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6b2c,2.0,10231,21,5,22,0,19,15,21,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6b4d,1.0,12327,27,3,15,5,1,35,10,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6b54,0.0,2753,6,6,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6b7d,1.0,13044,12,6,21,10,10,5,12,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6b83,0.0,2227,21,6,21,20,22,50,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6b9a,2.0,13643,27,5,10,55,7,40,20,45,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6ba6,0.0,4804,24,6,21,25,0,5,2,40,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6bb5,1.0,7064,12,5,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6bb7,0.0,6297,15,3,11,35,14,0,2,25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1886b85319e22b6bbd,1.0,13044,12,6,18,55,18,15,23,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6bbe,2.0,13882,27,6,11,45,4,25,16,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6bc7,2.0,13376,9,6,6,45,4,25,21,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6bcb,0.0,3419,24,5,7,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6bd5,1.0,5092,21,3,11,50,23,55,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6bda,1.0,8627,6,3,16,45,7,10,14,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6bec,1.0,10262,6,6,2,15,19,0,16,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6bf4,1.0,12284,18,3,5,45,12,25,6,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6bfc,1.0,7064,1,4,16,30,19,50,27,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6c05,0.0,2754,15,3,19,5,20,30,1,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6c1a,0.0,3898,3,5,7,45,10,40,2,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6c33,1.0,10844,18,5,14,5,20,45,6,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6c37,0.0,4804,21,6,4,40,7,15,2,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6c40,0.0,3100,9,5,19,30,20,45,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6c89,1.0,14067,21,5,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6c8b,0.0,4911,21,4,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6c99,2.0,13029,9,5,9,40,4,25,18,45,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6ca4,1.0,14781,18,5,14,5,23,35,9,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6caa,1.0,5054,27,5,20,25,1,30,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6cbd,0.0,3100,1,4,6,20,7,40,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6cbe,0.0,4319,15,4,5,55,8,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6cc3,0.0,7229,9,6,18,55,22,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6cca,1.0,5054,12,6,7,35,12,10,4,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6cce,2.0,11989,24,6,17,15,19,15,26,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6cda,1.0,7832,21,3,14,5,21,20,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6ce1,1.0,9165,24,6,23,30,4,35,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6cfd,1.0,6442,12,6,8,35,16,10,7,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d0a,0.0,3597,12,5,13,15,15,35,2,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1886b85319e22b6d16,0.0,3210,18,5,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6d33,0.0,3597,9,5,17,45,20,5,2,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
66734b1886b85319e22b6d52,1.0,12373,9,5,19,15,4,25,9,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d59,1.0,11841,9,6,18,55,8,15,13,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6d61,0.0,2017,12,6,13,15,14,45,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6d64,2.0,10368,9,6,5,30,4,25,22,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d78,0.0,5678,27,5,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6d79,2.0,12719,21,5,9,35,12,35,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d80,0.0,4319,15,5,9,30,12,20,2,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d88,2.0,31783,1,3,8,50,10,35,25,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6da5,1.0,13378,21,3,7,5,19,15,12,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d9e,1.0,8366,1,5,16,50,7,55,15,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6da8,0.0,3625,27,6,5,55,8,35,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d7b,1.0,7480,24,5,9,45,9,25,23,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d6d,2.0,15318,18,5,20,0,4,25,8,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d73,2.0,10651,27,5,22,0,19,15,21,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d9d,2.0,16704,18,5,13,25,4,25,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d6c,1.0,10262,6,6,8,0,4,25,20,25,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d70,2.0,9417,6,3,17,15,9,25,16,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d6f,1.0,12681,1,4,8,25,18,15,9,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6d8d,2.0,13882,24,6,9,25,4,25,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d9a,1.0,5135,6,4,10,35,19,35,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d82,1.0,16079,21,5,22,50,4,25,5,35,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d8a,0.0,7229,15,6,15,15,18,10,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d90,0.0,6961,12,6,6,10,8,55,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d92,2.0,16704,18,5,23,5,4,25,29,20,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d98,0.0,4823,21,4,20,0,22,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6da1,1.0,27992,1,3,8,0,20,20,12,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6da7,1.0,7191,18,5,11,25,21,0,9,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d71,1.0,17057,3,3,7,5,21,0,13,55,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d7c,0.0,6961,3,6,17,0,19,45,2,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6da2,1.0,10678,6,6,4,55,12,35,7,40,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d77,0.0,4423,6,4,6,5,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d8b,2.0,14237,15,6,18,25,12,35,18,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d72,1.0,12537,27,3,13,0,21,0,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d74,0.0,6741,1,6,6,0,9,10,3,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d89,0.0,4667,1,5,11,40,13,55,2,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
66734b1886b85319e22b6d7a,1.0,5054,1,6,7,35,12,10,4,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d8e,0.0,4823,6,5,20,0,22,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d8f,0.0,4483,24,5,23,55,2,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d95,1.0,6442,9,6,6,50,22,30,15,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d96,1.0,7832,15,3,7,0,7,40,24,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6d97,1.0,6442,24,6,8,35,22,30,13,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6da3,1.0,6824,21,3,8,50,23,15,14,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6d7e,0.0,3943,3,6,21,15,0,15,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d7f,0.0,7229,3,5,8,20,11,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d76,2.0,13381,27,5,14,25,19,15,28,50,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d81,0.0,4423,24,4,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d86,1.0,7452,1,5,16,45,21,5,28,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6d8c,1.0,8266,15,5,10,20,19,15,8,55,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6da4,2.0,9443,12,6,5,0,19,15,38,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d6e,1.0,5608,1,5,10,20,17,35,7,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6d94,0.0,3807,24,3,8,20,10,35,2,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
66734b1886b85319e22b6d9f,0.0,1965,9,5,5,45,7,15,1,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6da9,1.0,6841,27,5,7,25,13,35,6,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d75,1.0,10844,24,5,20,0,22,35,26,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6d6b,1.0,7888,21,5,17,0,1,30,8,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d83,0.0,7754,21,6,19,50,22,50,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d93,0.0,4049,12,5,9,10,10,40,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
66734b1886b85319e22b6da0,0.0,3873,6,6,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6d7d,0.0,3841,24,4,17,10,19,40,2,30,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6d84,2.0,10467,1,6,13,15,9,25,20,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d87,2.0,13276,21,5,13,20,19,15,29,55,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d91,1.0,9663,12,5,18,55,10,5,15,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6d9b,0.0,3383,15,5,23,55,2,45,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6da6,0.0,3943,1,5,4,0,6,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
66734b1886b85319e22b6d85,1.0,14714,3,6,17,30,12,35,19,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6d99,1.0,13555,6,3,5,45,5,5,23,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6d9c,1.0,5842,15,6,7,25,13,35,6,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6daa,1.0,11134,24,3,16,55,23,25,6,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6dac,3.0,12346,1,3,5,50,12,15,30,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6dbf,1.0,10877,15,6,11,25,19,0,7,35,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
66734b1886b85319e22b6dab,1.0,14571,6,6,18,55,20,45,25,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66734b1886b85319e22b6daf,1.0,11087,12,3,18,55,12,25,17,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66734b1886b85319e22b6db3,1.0,15353,6,3,6,0,19,15,13,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
